,index,arg_id,prev_arg_id,Argument,Concern1,Concern2,depth,Concern3,Concern4,Concern5
195,14,Depth4_61,Depth3_15,A student loan make their decision easier about going to a university or not and only those who are really determined to work hard and dedicate to their lessons will be willing to use that Government support.,loan,government,4,,,
196,15,Depth4_62,Depth3_15,"Exactly, people hope to get a high paying job with a university degree, thus it is an investment. If that investment is successful they have the financial means to repay the loan, and if not, they won't have to pay the loan back themselves.",loan,job,4,,,
197,16,Depth4_66,Depth3_16,"If someone studies a degree which is in ""demand"" they should have no problem of finding a job and repaying the loan afterwards. If someone wants to study art history, it is their own risk and they should have to pay/take a loan",loan,job,4,,,
198,17,Depth4_77,Depth3_16,Without having to pay the loan back unless you meet a certain threshold and the loan defaulting after a certain time period it is unlikely that even financially stricken students will struggle post degree. ,loan,,4,,,
199,18,Depth4_78,Depth3_16,University is not a right. Most people fall into university because they think they have too. Going to university should be an important decision and taking a loan should be part of this. ,loan,,4,,,
200,19,Depth4_79,Depth3_21,The job market is extremely competitive and a degree gives you an advantage for most jobs.,job,,4,,,
201,20,Depth4_84,Depth3_21,the fact that someone has academic knowledge does not mean that he has ethics too. as far as the knowledge is concerned it can be obtained through work experience in many jobs that do not require a degree. ,job,,4,,,
202,21,Depth4_88,Depth3_21,"Often a degree takes to long to finish and companies may want someone that doesn't have the academic knowledge but has more work ethics and experience and for the first year on the job, it may be more valuable in the early run.",job,,4,,,
203,22,Depth4_92,Depth3_22,"Government should already be giving scholarships. And the money that the students pay should go to the university so they can buy everything that a student needs like better material, quality food, etc. A degree is not necessary to get a good job.",job,government,4,scholarship,,
204,23,Depth4_95,Depth3_22,"Government is on the edge of their financial abilities, they are struggling to support primary education ",government,,4,,,
205,24,Depth4_96,Depth3_22,Sure but then why not to take a loan and pay back individually instead of putting this burden to the shoulders of the entire society? If taxes are higher people want them to be used for improving the healthcare system or infrastructure.,loan,tax,4,,,
206,25,Depth4_102,Depth3_23,"It's true that should be a human right, and I don't agree that they need to get lifelong debt in order to study. The government should offer them scholarships. But at least they still get an option at the moment, although things should get changed.",scholarship,government,4,debt,,
207,26,Depth4_104,Depth3_23,then the government will increase the taxes that you and i will pay in order to get everyone educated.,tax,government,4,,,
208,27,Depth4_108,Depth3_23,"Loans are there to make students have a goal in mind, that nothing worth doing is free and so that after they achieve their goal they value it and respect it instead of slacking on their education.",loan,free,4,,,
209,28,Depth4_109,Depth3_24,A poor person can get a student loan which they can afford to pay back when they become a medic.,loan,afford,4,,,
210,29,Depth4_110,Depth3_24,There are careers and jobs these days that pay more and don't require a degree but just work experience.,job,career,4,,,
211,30,Depth4_115,Depth3_24,"If they really feel to be a doctor or other profession is what they want, they should fight for it. Taking loan it is one of the steps to get closer to the dream and also talented people can get scholarships too",loan,scholarship,4,,,
212,31,Depth4_116,Depth3_24,"If talented there are possibilities to get financial support from the university or government funds. If least talented but still willing to become a doctor, the loan is always an option.",loan,government,4,,,
213,32,Depth4_120,Depth3_25,A young person would not hold back from a good job and good salary just because they need to payback a loan.,loan,job,4,,,
214,33,Depth4_123,Depth3_25,If your earning a higher income then having to pay back a student loan won't affect you. ,loan,,4,,,
215,34,Depth4_126,Depth3_25,"It's difficult to imagine that once obtaining a degree financed from loans, one will go for lower paid jobs just to avoid to pay back the amount. ",loan,job,4,,,
216,35,Depth4_132,Depth3_26,That's why the government should start giving scholarships to people who really can't pay university fees but still want to get a degree.,scholarship,government,4,,,
217,36,Depth4_134,Depth3_26,"if we agree to stop student loans and get everyone educated this burdens every other citizen through taxes
the difference is that the student makes a choice on the loan but the citizen does not",loan,tax,4,,,
218,37,Depth4_136,Depth3_26,"As for the person it's a decision with consequences for a better career. As for the economy, loans are usually good for the economy and it also motivates the student to get a high paid job to pay back the loan as soon as possible.",loan,job,4,career,,
219,38,Depth4_138,Depth3_26,"It gives them an objective to accomplish, it gives value to their degree and future career, getting free education is good and necessary in some cases but that also gives people the option to slack off and reduce their chances of getting a proper work ethic.",free,career,4,,,
220,39,Depth4_139,Depth3_31,But a person should only get a degree if he really wants it and likes it and not because he wants a better job,job,,4,,,
221,40,Depth4_142,Depth3_31,Lots of graduates have never worked before and have none of skills that employers are looking for because of this. There are too many graduates in the job market now so employers are no longer interested,job,,4,,,
222,41,Depth4_149,Depth3_32,"I still agree the government should give scholarships to students who can't pay for university. With or without a fund, that is what defines whether the taxes will be enforced or not. ",scholarship,tax,4,government,,
223,42,Depth4_152,Depth3_32,"People are already complaining about their tax levels now, they would rather they were increased in a way they could actually see the benefits like school education, community support.",tax,,4,,,
224,43,Depth4_160,Depth3_33,Yeah but we need to help to young children and it is a business if we help them with the financially problems they will payed back if they have got a job,job,,4,,,
